0:CT-Date:PR-MonthName	0:CT-Date:PR-Day	0:CT-Date:PR-Year	1:CT-Time:PR-Hours	1:CT-Time:PR-Minutes	1:CT-Time:PR-TimeMeridian	1:CT-Time:PR-TimeZone	2:CT-Time:PR-Hours	2:CT-Time:PR-Minutes	2:CT-Time:PR-TimeMeridian	3:CT-Time:PR-Hours	3:CT-Time:PR-Minutes	3:CT-Time:PR-TimeMeridian	3:CT-Time:PR-TimeZone	4:CT-Time:PR-Hours	4:CT-Time:PR-Minutes	4:CT-Time:PR-TimeMeridian	5:PR-Place	6:CT-CityState:PR-City	6:CT-CityState:PR-StateName	7:CT-CityState:PR-City	7:CT-CityState:PR-State-Abbr	8:PR-Zipcode5Digit	9:CT-TemperatureF:PR-QuantitativeValue	9:CT-TemperatureF:PR-Degree	9:CT-TemperatureF:PR-UnitFahrenheit	10:PR-Sky	11:PR-WindSpeed	12:CT-Wind:PR-Windspeed	12:CT-Wind:PR-WindDirection	13:CT-VisibilityMiles:PR-QuantitativeValue	13:CT-VisibilityMiles:PR-UnitMiles	14:CT-TemperatureF:PR-QuantitativeValue	15:PR-Humidity	16:CT-TemperatureC:PR-QuantitativeValue	16:CT-TemperatureC:PR-Degree	16:CT-TemperatureC:PR-UnitCelcius	17:CT-PressureInches:PR-QuantitativeValue	17:CT-PressureInches:PR-UnitInches	18:CT-PressureBar:PR-QuantitativeValue	18:CT-PressureBar:PR-UnitBar	19:CT-PressurePascal:PR-QuantitativeValue	19:CT-PressurePascal:PR-UnitPascal	20:PR-WindDirection
NULL	NULL	NULL	1	35	PM	NULL	NULL	NULL	NULL	1	35	PM	NULL	NULL	NULL	NULL	NULL	Clovis	New Mexico	NULL	NULL	88101	84	NULL	F	Fair	20mph	20	S	10.00	mi	84	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	1	15	PM	NULL	NULL	NULL	NULL	1	15	PM	NULL	NULL	NULL	NULL	NULL	Orem	Utah	NULL	NULL	84057	52	NULL	F	Fair	21mph	21	NW	10.00	mi	52	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NW
NULL	NULL	NULL	1	53	PM	NULL	NULL	NULL	NULL	1	53	PM	NULL	NULL	NULL	NULL	NULL	Memphis	Tennessee	NULL	NULL	38117	74	NULL	F	Cloudy	10mph	10	E	10.00	mi	74	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	E
NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	NULL	Cresskill	New Jersey	NULL	NULL	07626	89	NULL	F	Fair	14mph	14	S	10.00	mi	89	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	2	54	PM	NULL	NULL	NULL	NULL	2	54	PM	NULL	NULL	NULL	NULL	NULL	Boston	Massachusetts	NULL	NULL	02101	61	NULL	F	Partly Cloudy	9mph	9	E	10.00	mi	61	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	E
NULL	NULL	NULL	1	53	PM	NULL	NULL	NULL	NULL	1	53	PM	NULL	NULL	NULL	NULL	NULL	Edgewood	New Mexico	NULL	NULL	87015	82	NULL	F	Fair	20mph	20	WSW	10.00	mi	82	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	NULL	Fishers	Indiana	NULL	NULL	46038	85	NULL	F	Fair	10mph	10	W	10.00	mi	85	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	W
NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	NULL	Charlotte	North Carolina	NULL	NULL	28277	86	NULL	F	Mostly Cloudy	6mph	6	S	7.00	mi	86	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	09	53	AM	NULL	NULL	NULL	NULL	09	53	AM	NULL	NULL	NULL	NULL	NULL	Anchorage	Alaska	NULL	NULL	99504	54	NULL	F	Mostly Cloudy	6mph	6	WNW	10.00	mi	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WNW
NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	NULL	Travelers Rest	South Carolina	NULL	NULL	29690	88	NULL	F	Partly Cloudy	10mph	10	SSE	9.00	mi	88	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSE
NULL	NULL	NULL	3	26	PM	NULL	NULL	NULL	NULL	3	26	PM	NULL	NULL	NULL	NULL	NULL	Morgantown	West Virginia	NULL	NULL	26508	66	NULL	F	Light Rain with Thunder	9mph	9	SE	6.00	mi	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SE
NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	NULL	Dallas	Oregon	NULL	NULL	97338	55	NULL	F	Mostly Cloudy	12mph	12	S	10.00	mi	55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	3	55	PM	NULL	NULL	NULL	NULL	3	55	PM	NULL	NULL	NULL	NULL	NULL	Johnston	Rhode Island	NULL	NULL	02919	73	NULL	F	Fair	7mph	7	S	7.00	mi	73	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	3	53	PM	NULL	NULL	NULL	NULL	3	53	PM	NULL	NULL	NULL	NULL	NULL	Newtown	Pennsylvania	NULL	NULL	18940	90	NULL	F	Fair	8mph	8	S	8.00	mi	90	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	NULL	New York	New York	NULL	NULL	10001	83	NULL	F	Fair	8mph	8	SSW	10.00	mi	83	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSW
NULL	NULL	NULL	3	35	PM	NULL	NULL	NULL	NULL	3	35	PM	NULL	NULL	NULL	NULL	NULL	Kinde	Michigan	NULL	NULL	48445	79	NULL	F	Partly Cloudy	23mph	23	WSW	10.00	mi	79	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	NULL	Winchester	Kentucky	NULL	NULL	40391	89	NULL	F	Partly Cloudy	9mph	9	W	10.00	mi	89	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	W
NULL	NULL	NULL	2	55	PM	NULL	NULL	NULL	NULL	2	55	PM	NULL	NULL	NULL	NULL	NULL	Indianapolis	Indiana	NULL	NULL	46260	87	NULL	F	Partly Cloudy	14mph	14	W	10.00	mi	87	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	W
NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	2	53	PM	NULL	NULL	NULL	NULL	NULL	Jonesboro	Arkansas	NULL	NULL	72401	91	NULL	F	Partly Cloudy	14mph	14	SSE	10.00	mi	91	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSE
NULL	NULL	NULL	12	53	PM	NULL	NULL	NULL	NULL	12	53	PM	NULL	NULL	NULL	NULL	NULL	Montrose	Colorado	NULL	NULL	81401	78	NULL	F	Fair	18mph	18	WSW	10.00	mi	78	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	08	56	AM	NULL	NULL	NULL	NULL	08	56	AM	NULL	NULL	NULL	NULL	NULL	Kaneohe	Hawaii	NULL	NULL	96744	80	NULL	F	Mostly Cloudy	9mph	9	E	7.00	mi	80	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	E
NULL	NULL	NULL	3	55	PM	NULL	NULL	NULL	NULL	3	55	PM	NULL	NULL	NULL	NULL	NULL	Laconia	New Hampshire	NULL	NULL	03246	57	NULL	F	Cloudy	9mph	9	ENE	9.00	mi	57	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ENE
NULL	NULL	NULL	2	15	PM	NULL	NULL	NULL	NULL	2	15	PM	NULL	NULL	NULL	NULL	NULL	Walker	Louisiana	NULL	NULL	70785	79	NULL	F	Mostly Cloudy	12mph	12	NE	10.00	mi	79	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NE
NULL	NULL	NULL	2	35	PM	NULL	NULL	NULL	NULL	2	35	PM	NULL	NULL	NULL	NULL	NULL	Ankeny	Iowa	NULL	NULL	50021	86	NULL	F	Fair	13mph	13	SW	10.00	mi	86	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SW
NULL	NULL	NULL	3	56	PM	NULL	NULL	NULL	NULL	3	56	PM	NULL	NULL	NULL	NULL	NULL	Dayton	Ohio	NULL	NULL	45429	86	NULL	F	Fair	15mph	15	SW	10.00	mi	86	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SW
NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	NULL	Edgewater	New Jersey	NULL	NULL	07020	83	NULL	F	Fair	8mph	8	SSW	10.00	mi	83	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSW
NULL	NULL	NULL	2	54	PM	NULL	NULL	NULL	NULL	2	54	PM	NULL	NULL	NULL	NULL	NULL	Holden	West Virginia	NULL	NULL	25625	85	NULL	F	Partly Cloudy	0mph	0	CALM	9.00	mi	85	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CALM
NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	NULL	Stowe	Vermont	NULL	NULL	05672	75	NULL	F	Fair	8mph	8	SW	9.00	mi	75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SW
NULL	NULL	NULL	2	52	PM	NULL	NULL	NULL	NULL	2	52	PM	NULL	NULL	NULL	NULL	NULL	Milwaukee	Wisconsin	NULL	NULL	53215	85	NULL	F	Partly Cloudy	20mph	20	W	10.00	mi	85	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	W
NULL	NULL	NULL	2	15	PM	NULL	NULL	NULL	NULL	2	15	PM	NULL	NULL	NULL	NULL	NULL	Marinette	Wisconsin	NULL	NULL	54143	77	NULL	F	Partly Cloudy	12mph	12	WNW	8.00	mi	77	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WNW
NULL	NULL	NULL	2	51	PM	NULL	NULL	NULL	NULL	2	51	PM	NULL	NULL	NULL	NULL	NULL	Cumberland Center	Maine	NULL	NULL	04021	50	NULL	F	Fog	7mph	7	ENE	0.50	mi	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ENE
NULL	NULL	NULL	2	55	PM	NULL	NULL	NULL	NULL	2	55	PM	NULL	NULL	NULL	NULL	NULL	Springfield	Massachusetts	NULL	NULL	01101	82	NULL	F	Haze	12mph	12	S	6.00	mi	82	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	3	54	PM	NULL	NULL	NULL	NULL	NULL	Buffalo	New York	NULL	NULL	14204	78	NULL	F	Partly Cloudy	20mph	20	WSW	10.00	mi	78	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	WSW
NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	NULL	Mesa	Arizona	NULL	NULL	85206	86	NULL	F	Sunny	10mph	10	S	Unlimited	NULL	86	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	3	43	PM	NULL	NULL	NULL	NULL	3	43	PM	NULL	NULL	NULL	NULL	NULL	Exton	Pennsylvania	NULL	NULL	19341	88	NULL	F	Partly Cloudy	6mph	6	VAR	9.00	mi	88	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	VAR
NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	3	51	PM	NULL	NULL	NULL	NULL	NULL	Newark	New Jersey	NULL	NULL	07102	88	NULL	F	Mostly Cloudy	14mph	14	SSE	10.00	mi	88	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SSE
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	07036	62	°	F	Light Rain	6 mph	6	E	5.0	miles	62	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	E
NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	97459	61	°	F	Sunny and Windy	29 mph	29	N	10.0	miles	61	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	N
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	35903	81	°	F	Cloudy	3 mph	3	S	10.0	miles	81	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	S
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	02120	68	°	F	Mostly Cloudy	20 mph	20	SSW	10.0	miles	69	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	00	p.m.	NULL	NULL	NULL	NULL	NULL	84102	59	°	F	Mostly Cloudy	13 mph	13	WNW	9.0	miles	85	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	24153	68	°	F	Cloudy	5 mph	5	ESE	10.0	miles	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	06040	69	°	F	Partly Cloudy	11 mph	11	S	10.0	miles	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	56110	72	°	F	Cloudy	10 mph	10	SSW	10.0	miles	78	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	83814	64	°	F	Mostly Cloudy	12 mph	12	SSE	10.0	miles	89	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	20007	65	°	F	Cloudy	4 mph	4	NE	10.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	60201	59	°	F	Cloudy	8 mph	8	E	5.0	miles	43	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	98354	62	°	F	Cloudy	7 mph	7	SSE	9.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	12	56	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	12	56	p.m.	NULL	NULL	NULL	NULL	NULL	96734	81	°	F	Showers in the Vicinity	20 mph	20	E	7.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	03	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	03	p.m.	NULL	NULL	NULL	NULL	NULL	68856	64	°	F	T-Storm	14 mph	14	SSE	6.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	39212	86	°	F	Sunny	3 mph	3	S	10.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	51246	74	°	F	Cloudy	12 mph	12	SSW	10.0	miles	65	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	42539	71	°	F	Cloudy	1 mph	1	SSW	6.0	miles	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	36801	82	°	F	Fair	NULL	NULL	NULL	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	77041	87	°	F	Partly Cloudy	10 mph	10	SSE	10.0	miles	65	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	00	p.m.	NULL	NULL	NULL	NULL	NULL	57701	69	°	F	Cloudy	6 mph	6	ENE	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	66216	64	°	F	Partly Cloudy	7 mph	7	ENE	8.0	miles	63	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	00	p.m.	NULL	NULL	NULL	NULL	NULL	14522	71	°	F	Cloudy	12 mph	12	S	10.0	miles	63	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	33160	80	°	F	Mostly Cloudy	20 mph	20	WNW	10.0	miles	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	22204	64	°	F	Cloudy	5 mph	5	NE	10.0	miles	43	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	45	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	45	p.m.	NULL	NULL	NULL	NULL	NULL	21220	64	°	F	Heavy Drizzle	7 mph	7	NE	1.8	miles	34	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	37201	79	°	F	Mostly Cloudy	6 mph	6	W	10.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	28202	69	°	F	Cloudy	1 mph	1	ESE	6.0	miles	34	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	71302	90	°	F	Sunny	7 mph	7	S	9.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	00	p.m.	NULL	NULL	NULL	NULL	NULL	99320	78	°	F	Sunny	9 mph	9	WSW	10.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	89403	71	°	F	Partly Cloudy	8 mph	8	WNW	10.0	miles	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	73116	84	°	F	Partly Cloudy	21 mph	21	SSE	9.0	miles	54	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	05	25	p.m.	NULL	NULL	NULL	NULL	NULL	82930	48	°	F	Cloudy	9 mph	9	WNW	10.0	miles	65	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	38671	86	°	F	Partly Cloudy	9 mph	9	SSE	10.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	19950	63	°	F	Cloudy	NULL	NULL	NULL	4.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	06479	68	°	F	Partly Cloudy	8 mph	8	SSW	10.0	miles	56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	85741	89	°	F	Sunny	6 mph	6	WSW	10.0	miles	66	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	66845	70	°	F	Cloudy	9 mph	9	SE	10.0	miles	45	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	31011	75	°	F	Cloudy	1 mph	1	WSW	9.0	miles	73	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	56168	72	°	F	Cloudy	15 mph	15	S	10.0	miles	65	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	00	p.m.	NULL	NULL	NULL	NULL	NULL	75204	84	°	F	Mostly Cloudy	17 mph	17	S	10.0	miles	77	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	98052	60	°	F	Cloudy	8 mph	8	ESE	10.0	miles	35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07	25	p.m.	NULL	NULL	NULL	NULL	NULL	30302	73	°	F	Partly Cloudy	8 mph	8	E	9.0	miles	75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04	25	p.m.	NULL	NULL	NULL	NULL	NULL	86001	67	°	F	Partly Cloudy	21 mph	21	WSW	10.0	miles	75	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	68025	71	°	F	Cloudy	3 mph	3	S	10.0	miles	35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	37096	79	°	F	Mostly Cloudy	3 mph	3	W	9.0	miles	55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06	25	p.m.	NULL	NULL	NULL	NULL	NULL	32570	83	°	F	Mostly Cloudy	16 mph	16	S	7.0	miles	44	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
